filepath,pdf_base,voluntario,seq,cluster
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,2,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,2,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,2,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,3,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,3,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,3,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,4,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,4,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,4,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,5,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,5,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,5,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,6,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,6,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,6,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,7,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,7,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,7,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,8,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,8,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,8,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,9,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,9,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,9,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,10,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,10,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_10.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,10,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,11,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,11,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario5_11.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,5,11,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,1,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,1,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,1,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,2,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,2,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_2.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,2,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,3,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,3,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_3.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,3,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,4,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,4,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_4.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,4,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,5,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,5,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_5.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,5,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,6,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,6,0
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_6.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,6,0
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,7,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,7,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_7.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,7,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,8,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,8,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_8.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,8,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,9,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,9,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_9.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,9,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_1/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,10,1
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewB/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,10,1
Pranchetas fotografias - dentição decídua - Oclusão treinamento/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario6_10.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,6,10,1
clusters/Pranchetas fotografias - dentição decídua - Oclusão treinamento/cluster_0/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,1,0
images_by_view/Pranchetas fotografias - dentição decídua - Oclusão treinamento/viewA/Pranchetas fotografias - dentição decídua - Oclusão treinamento_Voluntario7_1.jpeg,Pranchetas fotografias - dentição decídua - Oclusão treinamento,7,1,0
